CTPRVN_NM,SIGNGU_NM,ADSTRD_CD,PRFPLC_CO,FOOD_FCLTY_CO,LDGMNT_FCLTY_CO,POPLTN_CO,FILE_NM,BASE_DE
"강원특별자치도","강릉시","5115025000","3","758","172","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115031000","1","107","49","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115032000","1","19","51","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115033000","8","45","8","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115034000","6","221","177","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115035000","1","109","95","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115036000","4","155","190","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115037000","2","156","219","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115051000","0","263","20","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115052000","9","646","49","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115054000","1","412","70","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115055000","6","614","38","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115056000","8","142","111","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115057100","2","499","32","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115057200","1","318","18","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115058000","4","279","107","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115059000","3","130","38","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115060000","1","261","7","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115061500","2","227","10","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115064500","0","337","16","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","강릉시","5115066500","15","286","314","178746","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","고성군","5182025000","6","254","75","22369","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","고성군","5182025300","7","202","104","22369","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","고성군","5182031000","5","77","95","22369","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","고성군","5182032000","1","150","277","22369","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","고성군","5182033000","4","273","301","22369","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","동해시","5117051000","6","914","48","71625","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","동해시","5117052000","0","89","17","71625","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","동해시","5117053000","0","477","13","71625","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","동해시","5117054000","1","136","16","71625","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","동해시","5117055000","1","100","10","71625","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","동해시","5117057000","2","179","29","71625","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","동해시","5117059000","1","171","123","71625","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","동해시","5117060000","0","243","25","71625","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","동해시","5117063000","1","59","123","71625","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","동해시","5117065000","1","67","11","71625","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","삼척시","5123025000","1","199","18","46317","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","삼척시","5123025300","1","242","102","46317","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","삼척시","5123031000","4","199","367","46317","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","삼척시","5123032000","0","19","17","46317","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","삼척시","5123033000","0","9","13","46317","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","삼척시","5123034000","0","18","6","46317","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","삼척시","5123035000","1","14","32","46317","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","삼척시","5123036000","1","31","20","46317","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","삼척시","5123051000","0","27","15","46317","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","삼척시","5123053000","2","257","69","46317","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","삼척시","5123054000","1","168","15","46317","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","삼척시","5123057000","11","593","44","46317","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","속초시","5121051000","1","226","49","65962","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","속초시","5121052000","1","231","50","65962","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","속초시","5121054000","2","471","28","65962","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","속초시","5121056000","1","340","27","65962","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","속초시","5121057000","11","747","83","65962","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","속초시","5121058000","3","468","46","65962","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","속초시","5121059000","1","259","120","65962","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","속초시","5121060000","2","483","193","65962","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","양구군","5180025000","14","435","146","15743","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","양구군","5180031500","0","68","29","15743","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","양구군","5180032000","6","42","37","15743","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","양구군","5180033000","3","32","43","15743","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","양구군","5180034000","3","27","12","15743","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","양양군","5183025000","1","382","97","21747","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","양양군","5183031000","2","83","170","21747","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","양양군","5183032000","4","84","133","21747","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","양양군","5183033000","1","94","209","21747","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
"강원특별자치도","양양군","5183034000","0","173","246","21747","KC_624_DMSTC_MIEC_STATN_BIZAEA_2024","20241015"
