기준년월,행정동명,중분류,소비액(천원)
202301,송도1동,관광총소비,9962211.0
202302,송도1동,관광총소비,10068517.0
202303,송도1동,관광총소비,12002571.0
202304,송도1동,관광총소비,12777159.0
202305,송도1동,관광총소비,13930089.0
202306,송도1동,관광총소비,12709160.0
202307,송도1동,관광총소비,12948070.0
202308,송도1동,관광총소비,12332348.0
202309,송도1동,관광총소비,12870891.0
202310,송도1동,관광총소비,13192224.0
202311,송도1동,관광총소비,12345568.0
202312,송도1동,관광총소비,12670958.0
202301,송도1동,관광유원시설,26002.0
202301,송도1동,의료관광,59255.0
202301,송도1동,골프장,379232.0
202301,송도1동,기타관광쇼핑,1439105.0
202301,송도1동,뷰티,347764.0
202301,송도1동,호텔,1480672.0
202301,송도1동,레저용품쇼핑,238500.0
202301,송도1동,기타레저,319505.0
202301,송도1동,육상운송,289397.0
202301,송도1동,대형쇼핑몰,788456.0
202301,송도1동,기타숙박,23021.0
202301,송도1동,문화서비스,111230.0
202301,송도1동,제과음료업,637641.0
202301,송도1동,일반외식업,3822431.0
202302,송도1동,레저용품쇼핑,218826.0
202302,송도1동,기타레저,283571.0
202302,송도1동,문화서비스,81474.0
202302,송도1동,제과음료업,678407.0
202302,송도1동,관광유원시설,24435.0
202302,송도1동,의료관광,61889.0
202302,송도1동,골프장,576085.0
202302,송도1동,기타숙박,11863.0
202302,송도1동,기타관광쇼핑,1257838.0
202302,송도1동,호텔,1397800.0
202302,송도1동,대형쇼핑몰,717628.0
202302,송도1동,육상운송,325544.0
202302,송도1동,일반외식업,4061195.0
202302,송도1동,뷰티,371962.0
202303,송도1동,관광유원시설,19115.0
202303,송도1동,골프장,1227645.0
202303,송도1동,레저용품쇼핑,375009.0
202303,송도1동,육상운송,292501.0
202303,송도1동,문화서비스,81253.0
202303,송도1동,대형쇼핑몰,680492.0
202303,송도1동,기타관광쇼핑,1637827.0
202303,송도1동,제과음료업,825880.0
202303,송도1동,일반외식업,4904971.0
202303,송도1동,호텔,1032124.0
202303,송도1동,기타숙박,24433.0
202303,송도1동,기타레저,401527.0
202303,송도1동,뷰티,388707.0
202303,송도1동,의료관광,111087.0
202304,송도1동,관광유원시설,18511.0
202304,송도1동,의료관광,87083.0
202304,송도1동,골프장,1456762.0
202304,송도1동,기타숙박,32061.0
202304,송도1동,문화서비스,89033.0
202304,송도1동,기타관광쇼핑,1845316.0
202304,송도1동,육상운송,362523.0
202304,송도1동,대형쇼핑몰,733201.0
202304,송도1동,제과음료업,822464.0
202304,송도1동,일반외식업,4647879.0
202304,송도1동,레저용품쇼핑,413297.0
202304,송도1동,기타레저,376808.0
202304,송도1동,호텔,1527846.0
202304,송도1동,뷰티,364376.0
202305,송도1동,레저용품쇼핑,459456.0
202305,송도1동,호텔,1660302.0
202305,송도1동,대형쇼핑몰,681507.0
202305,송도1동,육상운송,323176.0
202305,송도1동,기타관광쇼핑,2188960.0
202305,송도1동,뷰티,450457.0
202305,송도1동,관광유원시설,18700.0
202305,송도1동,의료관광,92630.0
202305,송도1동,골프장,1626154.0
202305,송도1동,기타레저,346332.0
202305,송도1동,문화서비스,124149.0
202305,송도1동,일반외식업,5045044.0
202305,송도1동,기타숙박,32391.0
202305,송도1동,제과음료업,877225.0
202305,송도1동,렌터카,3606.0
202306,송도1동,대형쇼핑몰,729714.0
202306,송도1동,골프장,1582687.0
202306,송도1동,레저용품쇼핑,353695.0
202306,송도1동,기타레저,272537.0
202306,송도1동,육상운송,292379.0
202306,송도1동,문화서비스,144463.0
202306,송도1동,호텔,1702314.0
202306,송도1동,기타숙박,28031.0
202306,송도1동,제과음료업,806694.0
202306,송도1동,뷰티,353348.0
202306,송도1동,일반외식업,4393869.0
202306,송도1동,관광유원시설,18380.0
202306,송도1동,의료관광,122164.0
202306,송도1동,렌터카,511.0
202306,송도1동,기타관광쇼핑,1908375.0
202307,송도1동,기타숙박,142253.0
202307,송도1동,레저용품쇼핑,403631.0
202307,송도1동,기타레저,325692.0
202307,송도1동,문화서비스,144819.0
202307,송도1동,호텔,1960979.0
202307,송도1동,관광유원시설,20887.0
202307,송도1동,골프장,1219530.0
202307,송도1동,뷰티,399188.0
202307,송도1동,기타관광쇼핑,1727564.0
202307,송도1동,대형쇼핑몰,737989.0
202307,송도1동,육상운송,378311.0
202307,송도1동,제과음료업,801537.0
202307,송도1동,의료관광,75969.0
