기준년월,행정동명,중분류,소비액(천원)
202401,송도1동,관광총소비,9826152.0
202402,송도1동,관광총소비,9617208.0
202403,송도1동,관광총소비,1.407098E7
202404,송도1동,관광총소비,1.1879504E7
202405,송도1동,관광총소비,1.3356947E7
202406,송도1동,관광총소비,1.3158838E7
202407,송도1동,관광총소비,1.1232321E7
202408,송도1동,관광총소비,1.2104183E7
202409,송도1동,관광총소비,1.1811608E7
202410,송도1동,관광총소비,1.2513216E7
202411,송도1동,관광총소비,1.1588598E7
202412,송도1동,관광총소비,1.1319126E7
202401,송도1동,호텔,1411405.0
202401,송도1동,기타숙박,19761.0
202401,송도1동,레저용품쇼핑,205040.0
202401,송도1동,기타관광쇼핑,1451225.0
202401,송도1동,관광유원시설,19531.0
202401,송도1동,골프장,242560.0
202401,송도1동,기타레저,236928.0
202401,송도1동,문화서비스,86837.0
202401,송도1동,육상운송,266056.0
202401,송도1동,렌터카,6885.0
202401,송도1동,대형쇼핑몰,729739.0
202401,송도1동,의료관광,69652.0
202401,송도1동,뷰티,472304.0
202401,송도1동,일반외식업,3967185.0
202401,송도1동,제과음료업,641043.0
202402,송도1동,호텔,1364702.0
202402,송도1동,기타숙박,18691.0
202402,송도1동,레저용품쇼핑,205671.0
202402,송도1동,기타관광쇼핑,1388069.0
202402,송도1동,관광유원시설,20428.0
202402,송도1동,골프장,545283.0
202402,송도1동,기타레저,216143.0
202402,송도1동,문화서비스,121813.0
202402,송도1동,육상운송,257134.0
202402,송도1동,렌터카,8074.0
202402,송도1동,대형쇼핑몰,668509.0
202402,송도1동,의료관광,67658.0
202402,송도1동,뷰티,425543.0
202402,송도1동,일반외식업,3717827.0
202402,송도1동,제과음료업,591663.0
202403,송도1동,호텔,1434937.0
202403,송도1동,기타숙박,17504.0
202403,송도1동,레저용품쇼핑,2050750.0
202403,송도1동,기타관광쇼핑,1613971.0
202403,송도1동,관광유원시설,14277.0
202403,송도1동,골프장,1037856.0
202403,송도1동,기타레저,296847.0
202403,송도1동,문화서비스,129021.0
202403,송도1동,육상운송,272337.0
202403,송도1동,렌터카,16498.0
202403,송도1동,대형쇼핑몰,724226.0
202403,송도1동,의료관광,113194.0
202403,송도1동,뷰티,511051.0
202403,송도1동,일반외식업,5100290.0
202403,송도1동,제과음료업,738220.0
202404,송도1동,호텔,1043097.0
202404,송도1동,기타숙박,25198.0
202404,송도1동,레저용품쇼핑,540706.0
202404,송도1동,기타관광쇼핑,1633009.0
202404,송도1동,관광유원시설,8030.0
202404,송도1동,골프장,1506375.0
202404,송도1동,기타레저,219408.0
202404,송도1동,문화서비스,100292.0
202404,송도1동,육상운송,270945.0
202404,송도1동,렌터카,9090.0
202404,송도1동,대형쇼핑몰,610521.0
202404,송도1동,의료관광,78739.0
202404,송도1동,뷰티,477457.0
202404,송도1동,일반외식업,4622415.0
202404,송도1동,제과음료업,734224.0
202405,송도1동,호텔,1113448.0
202405,송도1동,기타숙박,11894.0
202405,송도1동,레저용품쇼핑,593571.0
202405,송도1동,기타관광쇼핑,1729033.0
202405,송도1동,관광유원시설,15623.0
202405,송도1동,골프장,1625346.0
202405,송도1동,기타레저,912083.0
202405,송도1동,문화서비스,128779.0
202405,송도1동,육상운송,276023.0
202405,송도1동,렌터카,3576.0
202405,송도1동,대형쇼핑몰,713282.0
202405,송도1동,의료관광,81022.0
202405,송도1동,뷰티,419855.0
202405,송도1동,일반외식업,4955207.0
202405,송도1동,제과음료업,778207.0
202406,송도1동,호텔,1329405.0
202406,송도1동,기타숙박,26640.0
202406,송도1동,렌터카,14011.0
202406,송도1동,레저용품쇼핑,895186.0
202406,송도1동,관광유원시설,16013.0
202406,송도1동,골프장,1721205.0
202406,송도1동,기타레저,836881.0
202406,송도1동,문화서비스,122868.0
202406,송도1동,육상운송,239003.0
202406,송도1동,대형쇼핑몰,589926.0
202406,송도1동,기타관광쇼핑,1647497.0
202406,송도1동,의료관광,105328.0
202406,송도1동,뷰티,459146.0
202406,송도1동,일반외식업,4389537.0
202406,송도1동,제과음료업,766194.0
202407,송도1동,호텔,1177974.0
202407,송도1동,기타숙박,14118.0
202407,송도1동,레저용품쇼핑,479568.0
202407,송도1동,기타관광쇼핑,1386998.0
202407,송도1동,관광유원시설,19332.0
202407,송도1동,골프장,1119834.0
202407,송도1동,기타레저,574456.0
202407,송도1동,문화서비스,131727.0
202407,송도1동,육상운송,248970.0
202407,송도1동,렌터카,4243.0
202407,송도1동,대형쇼핑몰,641411.0
202407,송도1동,의료관광,62454.0
202407,송도1동,뷰티,457117.0
202407,송도1동,일반외식업,4210601.0
202407,송도1동,제과음료업,703518.0
202408,송도1동,호텔,1642032.0
202408,송도1동,기타숙박,146334.0
202408,송도1동,렌터카,2450.0
202408,송도1동,레저용품쇼핑,429012.0
202408,송도1동,기타관광쇼핑,1442931.0
202408,송도1동,관광유원시설,27739.0
202408,송도1동,골프장,1079573.0
202408,송도1동,기타레저,301547.0
202408,송도1동,문화서비스,129678.0
202408,송도1동,육상운송,292196.0
202408,송도1동,대형쇼핑몰,845951.0
202408,송도1동,의료관광,81444.0
202408,송도1동,뷰티,413439.0
202408,송도1동,일반외식업,4487262.0
202408,송도1동,제과음료업,782594.0
202409,송도1동,호텔,1261458.0
202409,송도1동,기타숙박,22986.0
202409,송도1동,렌터카,2573.0
202409,송도1동,레저용품쇼핑,560360.0
202409,송도1동,관광유원시설,21694.0
202409,송도1동,골프장,1323825.0
202409,송도1동,기타레저,286980.0
202409,송도1동,문화서비스,110547.0
202409,송도1동,육상운송,240464.0
202409,송도1동,대형쇼핑몰,616128.0
202409,송도1동,기타관광쇼핑,1657356.0
202409,송도1동,의료관광,97951.0
202409,송도1동,뷰티,408370.0
202409,송도1동,일반외식업,4458526.0
202409,송도1동,제과음료업,742388.0
202410,송도1동,호텔,1419020.0
202410,송도1동,기타숙박,16119.0
202410,송도1동,레저용품쇼핑,630338.0
202410,송도1동,관광유원시설,19015.0
202410,송도1동,골프장,1566594.0
202410,송도1동,기타레저,259731.0
202410,송도1동,문화서비스,75711.0
202410,송도1동,육상운송,229574.0
202410,송도1동,렌터카,1627.0
202410,송도1동,대형쇼핑몰,550404.0
202410,송도1동,기타관광쇼핑,1724995.0
202410,송도1동,의료관광,69893.0
202410,송도1동,뷰티,425488.0
202410,송도1동,일반외식업,4776917.0
202410,송도1동,제과음료업,747791.0
202411,송도1동,호텔,1389019.0
202411,송도1동,기타숙박,22925.0
202411,송도1동,레저용품쇼핑,442595.0
202411,송도1동,관광유원시설,13660.0
202411,송도1동,골프장,1364904.0
202411,송도1동,기타레저,259657.0
202411,송도1동,문화서비스,79502.0
202411,송도1동,육상운송,228110.0
202411,송도1동,대형쇼핑몰,561382.0
202411,송도1동,기타관광쇼핑,1553350.0
202411,송도1동,의료관광,70951.0
202411,송도1동,뷰티,441228.0
202411,송도1동,일반외식업,4489044.0
202411,송도1동,제과음료업,672272.0
202412,송도1동,호텔,1884186.0
202412,송도1동,기타숙박,29391.0
202412,송도1동,레저용품쇼핑,198387.0
202412,송도1동,관광유원시설,18635.0
202412,송도1동,골프장,363138.0
202412,송도1동,기타레저,241829.0
202412,송도1동,문화서비스,141458.0
202412,송도1동,육상운송,250198.0
202412,송도1동,대형쇼핑몰,756599.0
202412,송도1동,기타관광쇼핑,1464543.0
202412,송도1동,의료관광,74612.0
202412,송도1동,뷰티,430466.0
202412,송도1동,일반외식업,4783791.0
202412,송도1동,제과음료업,681892.0
