기준년월,행정동명,중분류,소비액(천원)
202501,송도3동,관광총소비,2.8885375E7
202502,송도3동,관광총소비,2.4551504E7
202503,송도3동,관광총소비,3.3258698E7
202504,송도3동,관광총소비,2.7029966E7
202505,송도3동,관광총소비,3.1316113E7
202506,송도3동,관광총소비,2.7782964E7
202507,송도3동,관광총소비,2.7051543E7
202508,송도3동,관광총소비,2.7931402E7
202509,송도3동,관광총소비,2.9949529E7
202510,송도3동,관광총소비,3.5568754E7
202511,송도3동,관광총소비,3.3233869E7
202512,송도3동,관광총소비,3.3075515E7
202501,송도3동,기타숙박,4609.0
202501,송도3동,레저용품쇼핑,202541.0
202501,송도3동,관광유원시설,63617.0
202501,송도3동,골프장,132168.0
202501,송도3동,기타레저,225459.0
202501,송도3동,문화서비스,127375.0
202501,송도3동,여행업,63985.0
202501,송도3동,육상운송,176046.0
202501,송도3동,대형쇼핑몰,2.0804583E7
202501,송도3동,기타관광쇼핑,1310578.0
202501,송도3동,의료관광,343665.0
202501,송도3동,뷰티,155947.0
202501,송도3동,일반외식업,4481553.0
202501,송도3동,제과음료업,793251.0
202502,송도3동,기타숙박,1682.0
202502,송도3동,레저용품쇼핑,234509.0
202502,송도3동,관광유원시설,43431.0
202502,송도3동,골프장,300933.0
202502,송도3동,기타레저,211859.0
202502,송도3동,문화서비스,92483.0
202502,송도3동,여행업,136550.0
202502,송도3동,육상운송,192445.0
202502,송도3동,대형쇼핑몰,1.6517134E7
202502,송도3동,기타관광쇼핑,1295322.0
202502,송도3동,의료관광,314342.0
202502,송도3동,뷰티,144767.0
202502,송도3동,일반외식업,4295364.0
202502,송도3동,제과음료업,770684.0
202503,송도3동,기타숙박,1133.0
202503,송도3동,레저용품쇼핑,335877.0
202503,송도3동,관광유원시설,49646.0
202503,송도3동,골프장,252731.0
202503,송도3동,기타레저,258697.0
202503,송도3동,문화서비스,141368.0
202503,송도3동,여행업,4910.0
202503,송도3동,육상운송,177108.0
202503,송도3동,대형쇼핑몰,2.3046779E7
202503,송도3동,기타관광쇼핑,1649582.0
202503,송도3동,의료관광,466006.0
202503,송도3동,뷰티,193362.0
202503,송도3동,일반외식업,5641153.0
202503,송도3동,제과음료업,1040347.0
202504,송도3동,기타숙박,579.0
202504,송도3동,레저용품쇼핑,287779.0
202504,송도3동,관광유원시설,24736.0
202504,송도3동,골프장,277676.0
202504,송도3동,기타레저,223031.0
202504,송도3동,문화서비스,102991.0
202504,송도3동,여행업,8466.0
202504,송도3동,육상운송,167945.0
202504,송도3동,대형쇼핑몰,1.8110886E7
202504,송도3동,기타관광쇼핑,1490227.0
202504,송도3동,의료관광,320299.0
202504,송도3동,뷰티,166225.0
202504,송도3동,일반외식업,4779152.0
202504,송도3동,제과음료업,1069973.0
202505,송도3동,레저용품쇼핑,339443.0
202505,송도3동,관광유원시설,28751.0
202505,송도3동,골프장,324445.0
202505,송도3동,기타레저,271627.0
202505,송도3동,문화서비스,172142.0
202505,송도3동,기타숙박,3216.0
202505,송도3동,육상운송,163578.0
202505,송도3동,대형쇼핑몰,2.1074934E7
202505,송도3동,기타관광쇼핑,1532738.0
202505,송도3동,의료관광,413683.0
202505,송도3동,뷰티,191217.0
202505,송도3동,일반외식업,5704103.0
202505,송도3동,제과음료업,1096236.0
202506,송도3동,레저용품쇼핑,322076.0
202506,송도3동,관광유원시설,31205.0
202506,송도3동,골프장,314677.0
202506,송도3동,기타레저,233586.0
202506,송도3동,문화서비스,166474.0
202506,송도3동,기타숙박,388.0
202506,송도3동,여행업,1473.0
202506,송도3동,육상운송,161815.0
202506,송도3동,대형쇼핑몰,1.8790959E7
202506,송도3동,기타관광쇼핑,1297009.0
202506,송도3동,의료관광,406512.0
202506,송도3동,뷰티,199101.0
202506,송도3동,일반외식업,4890018.0
202506,송도3동,제과음료업,967670.0
202507,송도3동,여행업,32929.0
202507,송도3동,레저용품쇼핑,402227.0
202507,송도3동,관광유원시설,95670.0
202507,송도3동,골프장,203787.0
202507,송도3동,기타레저,231582.0
202507,송도3동,문화서비스,241018.0
202507,송도3동,기타숙박,117.0
202507,송도3동,육상운송,244577.0
202507,송도3동,대형쇼핑몰,1.7541845E7
202507,송도3동,기타관광쇼핑,1460419.0
202507,송도3동,의료관광,401914.0
202507,송도3동,뷰티,198756.0
202507,송도3동,일반외식업,5024829.0
202507,송도3동,제과음료업,971874.0
202508,송도3동,레저용품쇼핑,373903.0
202508,송도3동,관광유원시설,212797.0
202508,송도3동,골프장,242088.0
202508,송도3동,기타레저,272811.0
202508,송도3동,문화서비스,239746.0
202508,송도3동,기타숙박,3297.0
202508,송도3동,여행업,2214.0
202508,송도3동,육상운송,217956.0
202508,송도3동,대형쇼핑몰,1.7792003E7
202508,송도3동,기타관광쇼핑,1451755.0
202508,송도3동,의료관광,462236.0
202508,송도3동,뷰티,193618.0
202508,송도3동,일반외식업,5376634.0
202508,송도3동,제과음료업,1090342.0
202509,송도3동,기타숙박,5997.0
202509,송도3동,여행업,18864.0
202509,송도3동,레저용품쇼핑,269016.0
202509,송도3동,관광유원시설,106586.0
202509,송도3동,골프장,276186.0
202509,송도3동,기타레저,226424.0
202509,송도3동,문화서비스,135301.0
202509,송도3동,육상운송,211828.0
202509,송도3동,대형쇼핑몰,2.0133152E7
202509,송도3동,기타관광쇼핑,1728492.0
202509,송도3동,의료관광,370286.0
202509,송도3동,뷰티,148922.0
202509,송도3동,일반외식업,5275638.0
202509,송도3동,제과음료업,1042838.0
202510,송도3동,기타숙박,5514.0
202510,송도3동,레저용품쇼핑,302932.0
202510,송도3동,관광유원시설,173699.0
202510,송도3동,골프장,289008.0
202510,송도3동,기타레저,270239.0
202510,송도3동,문화서비스,161529.0
202510,송도3동,여행업,10421.0
202510,송도3동,육상운송,193988.0
202510,송도3동,대형쇼핑몰,2.5091893E7
202510,송도3동,기타관광쇼핑,1567342.0
202510,송도3동,의료관광,371482.0
202510,송도3동,뷰티,172444.0
202510,송도3동,일반외식업,5883559.0
202510,송도3동,제과음료업,1074705.0
202511,송도3동,레저용품쇼핑,293072.0
202511,송도3동,관광유원시설,114805.0
202511,송도3동,골프장,202960.0
202511,송도3동,기타레저,221606.0
202511,송도3동,문화서비스,157776.0
202511,송도3동,기타숙박,14842.0
202511,송도3동,여행업,79911.0
202511,송도3동,육상운송,223282.0
202511,송도3동,대형쇼핑몰,2.3135783E7
202511,송도3동,기타관광쇼핑,1543449.0
202511,송도3동,의료관광,453546.0
202511,송도3동,뷰티,153821.0
202511,송도3동,일반외식업,5642469.0
202511,송도3동,제과음료업,996547.0
202512,송도3동,기타숙박,9182.0
202512,송도3동,레저용품쇼핑,306804.0
202512,송도3동,관광유원시설,164075.0
202512,송도3동,골프장,151930.0
202512,송도3동,기타레저,230694.0
202512,송도3동,문화서비스,253138.0
202512,송도3동,여행업,30845.0
202512,송도3동,육상운송,226864.0
202512,송도3동,대형쇼핑몰,2.2219175E7
202512,송도3동,기타관광쇼핑,1521305.0
202512,송도3동,의료관광,455296.0
202512,송도3동,뷰티,215990.0
202512,송도3동,일반외식업,6221661.0
202512,송도3동,제과음료업,1068556.0
