기준년월,행정동명,중분류,소비액(천원)
202501,송도1동,관광총소비,9193954.0
202502,송도1동,관광총소비,8419620.0
202503,송도1동,관광총소비,11206856.0
202504,송도1동,관광총소비,11604176.0
202505,송도1동,관광총소비,12733208.0
202506,송도1동,관광총소비,10876460.0
202507,송도1동,관광총소비,10233204.0
202508,송도1동,관광총소비,10865585.0
202509,송도1동,관광총소비,10913019.0
202510,송도1동,관광총소비,11248390.0
202511,송도1동,관광총소비,10432607.0
202512,송도1동,관광총소비,11000019.0
202501,송도1동,호텔,1437324.0
202501,송도1동,기타숙박,12330.0
202501,송도1동,레저용품쇼핑,205185.0
202501,송도1동,관광유원시설,19487.0
202501,송도1동,문화서비스,90381.0
202501,송도1동,육상운송,220846.0
202501,송도1동,대형쇼핑몰,657254.0
202501,송도1동,기타관광쇼핑,1294838.0
202501,송도1동,골프장,45781.0
202501,송도1동,기타레저,261309.0
202501,송도1동,의료관광,59880.0
202501,송도1동,뷰티,488617.0
202501,송도1동,일반외식업,3818486.0
202501,송도1동,제과음료업,582237.0
202502,송도1동,호텔,1074006.0
202502,송도1동,기타숙박,14409.0
202502,송도1동,렌터카,9107.0
202502,송도1동,레저용품쇼핑,353766.0
202502,송도1동,관광유원시설,14500.0
202502,송도1동,골프장,178802.0
202502,송도1동,문화서비스,61388.0
202502,송도1동,육상운송,218190.0
202502,송도1동,대형쇼핑몰,538761.0
202502,송도1동,기타관광쇼핑,1175010.0
202502,송도1동,기타레저,195853.0
202502,송도1동,의료관광,55835.0
202502,송도1동,뷰티,369501.0
202502,송도1동,일반외식업,3580917.0
202502,송도1동,제과음료업,579573.0
202503,송도1동,호텔,1090488.0
202503,송도1동,기타숙박,6938.0
202503,송도1동,여행업,27.0
202503,송도1동,레저용품쇼핑,656206.0
202503,송도1동,기타관광쇼핑,1537445.0
202503,송도1동,관광유원시설,14436.0
202503,송도1동,골프장,805458.0
202503,송도1동,문화서비스,68469.0
202503,송도1동,육상운송,203307.0
202503,송도1동,대형쇼핑몰,650841.0
202503,송도1동,기타레저,257046.0
202503,송도1동,의료관광,95743.0
202503,송도1동,뷰티,406216.0
202503,송도1동,일반외식업,4681511.0
202503,송도1동,제과음료업,732724.0
202504,송도1동,호텔,1870014.0
202504,송도1동,기타숙박,16940.0
202504,송도1동,레저용품쇼핑,551267.0
202504,송도1동,관광유원시설,6949.0
202504,송도1동,골프장,1084696.0
202504,송도1동,문화서비스,72550.0
