기준년월,행정동명,중분류,소비액(천원)
202501,송도5동,관광총소비,1338322.0
202502,송도5동,관광총소비,1132169.0
202503,송도5동,관광총소비,1345369.0
202504,송도5동,관광총소비,1318768.0
202505,송도5동,관광총소비,1524767.0
202506,송도5동,관광총소비,1358617.0
202507,송도5동,관광총소비,1454590.0
202508,송도5동,관광총소비,1508357.0
202509,송도5동,관광총소비,1394711.0
202510,송도5동,관광총소비,1435629.0
202511,송도5동,관광총소비,1275155.0
202512,송도5동,관광총소비,1259010.0
202501,송도5동,기타레저,685.0
202501,송도5동,육상운송,813.0
202501,송도5동,수상운송,4759.0
202501,송도5동,기타관광쇼핑,606442.0
202501,송도5동,의료관광,23720.0
202501,송도5동,뷰티,62293.0
202501,송도5동,일반외식업,399333.0
202501,송도5동,제과음료업,240278.0
202502,송도5동,기타레저,525.0
202502,송도5동,육상운송,661.0
202502,송도5동,수상운송,871.0
202502,송도5동,레저용품쇼핑,9321.0
202502,송도5동,기타관광쇼핑,486723.0
202502,송도5동,의료관광,21153.0
202502,송도5동,뷰티,52057.0
202502,송도5동,일반외식업,374445.0
202502,송도5동,제과음료업,186413.0
202503,송도5동,기타레저,459.0
202503,송도5동,육상운송,683.0
202503,송도5동,수상운송,618.0
202503,송도5동,레저용품쇼핑,1487.0
202503,송도5동,기타관광쇼핑,586136.0
202503,송도5동,의료관광,25455.0
202503,송도5동,뷰티,62986.0
202503,송도5동,일반외식업,411270.0
202503,송도5동,제과음료업,256274.0
202504,송도5동,기타레저,1168.0
202504,송도5동,육상운송,673.0
202504,송도5동,수상운송,1384.0
202504,송도5동,레저용품쇼핑,5435.0
202504,송도5동,기타관광쇼핑,580212.0
202504,송도5동,의료관광,24640.0
202504,송도5동,뷰티,53416.0
202504,송도5동,일반외식업,431097.0
202504,송도5동,제과음료업,220742.0
202505,송도5동,기타레저,4804.0
202505,송도5동,육상운송,3830.0
202505,송도5동,수상운송,1606.0
202505,송도5동,레저용품쇼핑,3283.0
202505,송도5동,기타관광쇼핑,640293.0
202505,송도5동,의료관광,32525.0
202505,송도5동,뷰티,62155.0
202505,송도5동,일반외식업,490409.0
202505,송도5동,제과음료업,285863.0
202506,송도5동,육상운송,654.0
202506,송도5동,수상운송,3214.0
202506,송도5동,레저용품쇼핑,254.0
202506,송도5동,기타관광쇼핑,572227.0
202506,송도5동,기타레저,2541.0
202506,송도5동,의료관광,24446.0
202506,송도5동,뷰티,62650.0
202506,송도5동,일반외식업,413633.0
202506,송도5동,제과음료업,278998.0
202507,송도5동,육상운송,683.0
202507,송도5동,수상운송,5254.0
202507,송도5동,레저용품쇼핑,188.0
202507,송도5동,기타관광쇼핑,647619.0
202507,송도5동,기타레저,2782.0
202507,송도5동,의료관광,27850.0
202507,송도5동,뷰티,59836.0
202507,송도5동,일반외식업,439732.0
202507,송도5동,제과음료업,270646.0
202508,송도5동,육상운송,750.0
202508,송도5동,수상운송,1681.0
202508,송도5동,레저용품쇼핑,79.0
202508,송도5동,기타관광쇼핑,624315.0
202508,송도5동,기타레저,555.0
202508,송도5동,의료관광,38420.0
202508,송도5동,뷰티,60930.0
202508,송도5동,일반외식업,491351.0
202508,송도5동,제과음료업,290276.0
202509,송도5동,육상운송,1037.0
202509,송도5동,수상운송,5626.0
202509,송도5동,레저용품쇼핑,1604.0
202509,송도5동,기타관광쇼핑,629188.0
202509,송도5동,기타레저,5155.0
202509,송도5동,의료관광,24682.0
202509,송도5동,뷰티,57820.0
202509,송도5동,일반외식업,431031.0
202509,송도5동,제과음료업,238568.0
202510,송도5동,레저용품쇼핑,186.0
202510,송도5동,육상운송,705.0
202510,송도5동,수상운송,3154.0
202510,송도5동,기타관광쇼핑,628944.0
202510,송도5동,기타레저,11356.0
202510,송도5동,의료관광,28340.0
202510,송도5동,뷰티,60944.0
202510,송도5동,일반외식업,409629.0
202510,송도5동,제과음료업,292369.0
202511,송도5동,육상운송,947.0
202511,송도5동,수상운송,2508.0
202511,송도5동,레저용품쇼핑,69.0
202511,송도5동,기타관광쇼핑,565577.0
202511,송도5동,기타레저,11695.0
202511,송도5동,의료관광,21535.0
202511,송도5동,뷰티,58548.0
202511,송도5동,일반외식업,405559.0
202511,송도5동,제과음료업,208716.0
202512,송도5동,육상운송,656.0
202512,송도5동,수상운송,705.0
202512,송도5동,기타관광쇼핑,548666.0
202512,송도5동,기타레저,12840.0
202512,송도5동,의료관광,27935.0
202512,송도5동,뷰티,51569.0
202512,송도5동,일반외식업,414325.0
202512,송도5동,제과음료업,202315.0
